,City,Date,Text,Username
779,Miramar,2022-09-27 12:41:25+00:00,"Dade Schools: “a Life-Threatening Storm? No problem! What can go wrong?”

Miami Schools right now: https://t.co/VfqaUWjwtG",nolimitnico1
780,Coral Springs,2022-09-26 23:27:52+00:00,"Hurricane Ian strengthens to Category 2 storm and could be 'something that we haven't seen in our lifetime,' Tampa forecaster says
https://t.co/l79cCcfQW7",JeffMartinMedia
781,Safety Harbor,2022-09-26 15:57:46+00:00,Anyone in Baltimore on sunday? Thinking about escaping from the hurricane here in Florida to watch my Bills 🤨 /#billsmafia #ian #hurricane #florida https://t.co/2Ye6funNhH,jannik_fel
782,Brandon,2022-09-29 15:37:35+00:00,@waifu_debbie I couldn’t leave while the hurricane was going on 😂 but I am going to go my friends crib later on!,Anime__Jay__
783,Plant City,2022-09-28 17:46:21+00:00,@JaneJune1969 @RikHavic Hello Jane. I hope you’re safe during the storm! I am here in Mullberry Central Florida! RIDIN’ The STORM OUT Like REO Speedwagon! We seem to be in the path of Hurricane Ian! https://t.co/kn8HhsTi0A,Bmh1winHill
784,Miami,2022-09-23 16:26:45+00:00,Hurricane conditions --possible-- in my area Tuesday night🌀 https://t.co/UY6ka81ldK,DavidVergel97
785,Kissimmee,2022-09-23 03:06:39+00:00,"@LadyGlitch619 interesting! Just glad isn’t not Ian’s turn yet, not sure I want a storm with my name barreling towards me!",BazTastic77
786,West Melbourne,2022-09-23 21:36:07+00:00,#TD9 Dobbys first Hurricane Party!!! https://t.co/poAssJ9MTv,Michael34238395
787,Pembroke Pines,2022-09-28 16:22:06+00:00,"We got very lucky with Cat 4 Hurricane Ian on Hollywood Beach. Wishing and hoping for the best for St. Pete on the West Coast, where my sister Bridget, her husband David and their kids Zoe and Sebastian reside. Stay safe everyone. This massive system is no joke. https://t.co/qjRmJf1uRn",fabfifilly
788,Plant City,2022-09-28 14:10:14+00:00,@ZacOnTheMic Calm before the storm. Glad i do not stay in South Tampa,Brick3331
789,Hialeah,2022-09-29 12:24:09+00:00,"TECO power outage map, Hillsborough County https://t.co/ByYuZCrWpx",soju_warrior
790,Deltona,2022-09-23 10:20:41+00:00,"No moon…but lots of shooting stars during my run.
I can feel Florida’s weather starting to change🙂🏃🏼
#nightrunner #fitletic #honeystinger #altrarunning @ Mount Dora, Florida https://t.co/7qnNTS8SZO",SandalRob
791,Clearwater,2022-09-28 08:33:58+00:00,@DEWieczorek2 What an amazing picture.  Giving me peace in the middle of the storm. #IanHurricane,hauggy87
792,Davie,2022-09-27 16:05:46+00:00,"If we have one more hurricane Ian meeting at work, I’m just gone log out and lay down!",2thick43
793,Miami Beach,2022-09-27 12:46:19+00:00,accurate #Ian https://t.co/I7lSlIAjSj,iamstevenmorse
794,Miami Gardens,2022-09-28 17:09:15+00:00,"Isle of Capri on Johnson Bay 🌊
#ian
https://t.co/CPF4NCfqcr",volvoshine
795,Hollywood,2022-09-25 16:09:28+00:00,12Z GFS shifts east with #Ian https://t.co/2ytzFjC3xn,HurricanesJames
796,Winter Springs,2022-09-27 11:03:05+00:00,"I urge everyone to follow people like @BrianWFTV @Fox35Amy @EricBurrisWESH @fox35stormteam and other weather people from whatever station you watch if you live in @OrlandoFL407 @OrangeCoFL or are @VisitOrlando  
Ian is a major storm.

Stay Safe Friends!
#HurricaneIan !! https://t.co/ANoue5p27L",haha_spa
797,Melbourne,2022-09-27 20:21:08+00:00,Garage is car ready. Time for #HappyHour!  #Ian https://t.co/qXyRgzuVbH,pjlihb
798,South Miami,2022-09-27 11:43:47+00:00,"MARVEL TWO-IN-ONE TUESDAY
Hurricane Ian is approaching.
🫣
Here’s a 1974 early Ghost Rider appearance.
☠️
Writer Steve Gerber
Penciller Sal Buscema
Inker Mike Esposito
Colorist George Roussos
Letterer Charlotte Jetter
Cover Penciller Gil Kane
Cover Inker Joe Sinnott https://t.co/wrBgpomCrd",RobWorst
799,Hollywood,2022-09-27 23:28:06+00:00,"Dolphins travel itinerary for Cincy ahead of Thursday’s game vs. Bengals has changed and the team will now depart early on Wednesday morning due to the forecasted path of Hurricane Ian.

Team originally planned to leave Wednesday afternoon after mid-morning walkthrough in town.",CameronWolfe
800,Pembroke Pines,2022-09-28 18:35:07+00:00,🙏 to my West Coast families. #HurricanIan,alx42na
801,Melbourne,2022-09-28 18:59:02+00:00,"Due to the effects of Hurricane Ian, our offices will be closed today, Wednesday, September 28th, and Thursday, September 29th. We will be open Friday, October 30th, weather permitting. Hoping you and your family are safe during these times. https://t.co/8n0603sK1c",OmarKaziMD
802,Orlando,2022-09-29 18:24:23+00:00,"This isn’t a lake/river/pond….

It’s a low laying grassy drainage ditch behind a commercial area in the northern suburbs of Orlando… absolutely unreal amount of water that came down #floridahurricane #florida #HurricaneIan #hurricane #orlando https://t.co/hWV1Vqomwz",ProbablyCarlo
803,Miami Gardens,2022-09-29 18:34:41+00:00,"Wow, #Ian spawned an EF-2 tornado Tuesday night in Delray Beach",Jackson_Dill
804,Brandon,2022-09-28 14:32:08+00:00,Mary in Haines City already has standing water in her backyard but the storm has just begun. A lot more is on the way. #flwx https://t.co/xt9SjiCJAH,GregDeeWeather
805,Tampa,2022-09-28 16:58:23+00:00,@N76247476Man Happens everytime we have e a hurricane or strong tropical storm. Normal. Wind or storm is pulling water out. Was worse last time.,draper_robert
806,Sanford,2022-09-26 09:43:49+00:00,"What you done for hurricane? 
#HurricaneIan #Hurricane #volusia  #CentralFlorida #mondaythoughts #Mondayvibes #Mondayvibes #Monday #HurricaneFiona #Florida #Orlando #tampa #deltona #IAN",tolgaguler_
807,Deltona,2022-09-26 12:37:45+00:00,Today I am tasked with working our County Citizen Information Line to help prepare folks for the impacts of the storm on Central FL. Every day brings new adventures in #extension! #SeminoleCountyFl #UFIFAS #Hurricaneprep,morganapinky
808,Hollywood,2022-09-29 18:59:07+00:00,Biden advirtió que el huracán Ian puede ser el más letal en la historia de Florida - Infobae https://t.co/Xla2t2IWok,OpyMorales
809,Lauderhill,2022-09-26 16:47:53+00:00,Ready!!! We have our hurricane face on.. ready to fight for every bottle of water. https://t.co/Ez27sRZPyu,we_dems
810,Miami Gardens,2022-09-26 17:23:42+00:00,"Spent our last night falling in the sand, walking in the ocean and laying on our backs laughing and watching Hurricane Ian roll in until 530am. The best nights are the most random 🫶🏼♥️💙 https://t.co/FtjlssS4df",Kimmick86
811,Miami Beach,2022-09-28 21:34:19+00:00,@doodlesdaddo @BostonHeraldHS @CabanaAndre All good down in Cooper City; “just” Tropical Storm conditions here.,GregCabana
812,Boynton Beach,2022-09-28 04:18:29+00:00,Over one million Florida homes at risk from Hurricane Ian storm surge: CoreLogic https://t.co/oeK9cL5q5l,RauschInsurance
813,Palm Bay,2022-09-24 10:35:10+00:00,@IanRunkle heard you say on LTWM you may not want to come to Fl. (Jokingly) 😉so your sending Ian the hurricane instead? 🤣🤣🤣 Love your analysis on your YouTube channel.,DebbyLivingston
814,Tampa,2022-09-28 04:01:51+00:00,Making a tighter turn and not a direct hit on Tampa anymore. Storm surge not expected to be bad in the bay but still strong winds and rain with flooding and possible tornadoes https://t.co/Qu80oJCvps,CheesyCapizzi
815,Pembroke Pines,2022-09-27 08:45:30+00:00,Hurricane Isn makes landfall in Cuba with 125 mph winds.,Omar_fromPR
816,Miami,2022-09-25 17:38:20+00:00,"Just climbed the Cape Florida Lighthouse in Key Biscayne. Originally built in 1825, it has survived it’s fair share of hurricanes over the years. https://t.co/IEwqn40r5C",SammyHadiWx
817,Hialeah,2022-09-29 04:54:58+00:00,"@RainCityWoman2 @The_Dani_Miller @TexanRussell @JBrewerBoston25 @ActionNewsJax You do have a point that weather events (including floods, snow storms &amp; hurricanes) are getting worse because of climate change.",PoliticalSister
818,West Palm Beach,2022-09-26 13:17:21+00:00,Im the only east coaster in my family. The rest live in Ft Myers Sarasota Tampa Orlando Gainesville &amp; Tallahassee. Im praying hard right now. #Ian,VoteMcKinlay
819,Maitland,2022-09-27 10:35:27+00:00,"WFTV - Breaking News: Ian strengthens into a major Cat. 3 hurricane overnight, track shifts closer to Central Florida https://t.co/aV9xW0RJCy",JOSELUISDIEPPA
820,Gainesville,2022-09-25 18:27:37+00:00,Here is the very latest update on Tropical Storm #Ian as of 2pm Sunday. Stay tuned for the latest weather updates on the storm throughout the afternoon &amp; evening on @WCJB20. #tropics #watchingIan https://t.co/rerCMq6vLV,VAlonsoWeather
821,Winter Springs,2022-09-23 13:17:23+00:00,"RIGHT NOW: Hurricane Fiona, now a Category 3 storm, is bringing heavy rain and powerful winds to Bermuda this AM. @RobertRayWx with @foxweather has a LIVE look. @livenowfox https://t.co/oLiHmuoUEo",JoshBreslowTV
822,South Miami,2022-09-28 16:21:09+00:00,Unreal images. The storm is sucking all the water out of Tampa Bay. This water will soon reappear with a vengeance called storm surge.,TooMuchMe
823,St. Petersburg,2022-09-28 23:41:21+00:00,"Joined the other 170k households in Pinellas at 5:30p when a transformer blew &amp; the power went out.

Electric crews will stay put until wind is 35 mph or lower for their safety (late Th?)

All this from just tropical storm winds. We got VERY lucky, Tampa Bay #HurricaneIan",DanlikeDawn
824,Orlando,2022-09-27 15:03:53+00:00,Nothing like an office day in advance of a major hurricane blowing this way.  Just keep smiling! 😃 https://t.co/7kcV494T1D,DovesterDove
825,Tallahassee,2022-09-25 05:42:32+00:00,@Sampula @Warchant The storm will be a category 1 hurricane and some minor issues,h_gieschen
826,Safety Harbor,2022-09-28 21:14:53+00:00,"Remember as @DenisPhillipsWx educated us, flooding is a result of storm surge and not rain. Stay safe my friends. Prayed up to our west coast friends in the Ft Myers area. 🙏🏽",encasawithm
827,Coral Springs,2022-09-24 03:50:44+00:00,Stocked up on weed ahead of the hurricane because fuck that ✌,BeachDan
828,Pompano Beach,2022-09-27 11:09:10+00:00,Acordamos assim na praia de Fort Lauderdale antes da chegada de Ian https://t.co/d4JX2prPMm,alexpussieldi
829,Kissimmee,2022-09-27 16:30:23+00:00,"@DisVincentPrice They'll say it was the storm, but we all know the truth. https://t.co/7Bx3TRWNEo",MrsThemeParkBar
830,Bradenton,2022-09-29 15:04:19+00:00,@MadHattersNYC @Starbucks Thanks @MadHattersNYC Some areas of Florida took a beating from #HurricanIan We realize the damage could have been much worse. The weather here at home just before sunrise was just a little wind &amp; rain 😄 https://t.co/Z8dZv2P7JW,eatlivestay
831,Winter Springs,2022-09-27 15:07:46+00:00,"🚨New Video🚨 We talk about how we are preparing for Hurricane Ian and what are plans are for this storm! Check it out below #hurricaneian 

https://t.co/sHFQqcdlP3 https://t.co/gjTRgLX1yi",loveourlifevlog
832,Winter Springs,2022-09-28 13:49:48+00:00,🚨⚠️ Click below for LIVE streaming of our Spectrum News 13 TEAM coverage re: Hurricane Ian. ⬇️,ybruzual
833,Clearwater,2022-09-26 11:46:40+00:00,"This is the time for #Tampa to prepare. Please study the storm surge potential. With Hurricane #Ian’s forecast shift back east, note the 10+ FEET of #stormsurge potential FAR INLAND around Tampa Bay. @weatherchannel is the best source for information before, during and after Ian. https://t.co/rwls3UbCYk",JMichaelsNews
834,Lake Mary,2022-09-29 05:30:54+00:00,"Winter Park, FL (1:08 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 1:08 AM local time and impacted at least 6 homes.",grid_events
835,Lakeland,2022-09-24 11:14:03+00:00,"Sipping my “peace coffee” this morning, waiting for the possible arrival of Hurricane Ian here in Florida and hoping that Russian citizens take back their country, depose Putin and end his brutal war against Ukraine.",AnAltarEgo
836,Hialeah,2022-09-26 08:58:19+00:00,Habemus Hurricane Ian. @MiamiHerald,Omar_fromPR
837,Orlando,2022-09-27 00:06:01+00:00,8PM ET UPDATE: Hurricane #Ian remains a Category 2 storm with maximum sustained winds of 100 mph; forecast to become major hurricane (Category 3 is 111-129 mph winds) tonight or early tomorrow while near western Cuba. @livenowfox https://t.co/Pp0NAOcuK7,JoshBreslowTV
838,Maitland,2022-09-25 15:05:50+00:00,"@DaveFultonWrang @slcinva12 @MeierDarryl2 @RandyLHallman @TurnerEdwin @CraigpParrish @wRaldri @CLOISH @Lostal21 @FloydCrouchjr1 @BigBoyVol @CoachJohn20 @tmartinmss @wgriffin28 @PheatonG @Flyin18T @motornerd1 @LegendsNascar @rcrracn3 @BerraNordin @GoSquirrels Never been an issue here although BITD, we always filled the bathtub w/water to use for flushing toilets should we lose power during a hurricane. Even w/o power for a week, we always had running water, but we didn’t drink it, just to be safe. We also filled pitchers,et al w/water",Soxwriter
839,Sweetwater,2022-09-28 18:15:54+00:00,"Pembroke Pines, FL (2:02 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 2:02 PM local time and impacted at least 6 homes.",grid_events
840,Maitland,2022-09-27 23:44:23+00:00,mother nature really paints a beautiful sunset right before she obliterates florida with hurricane ian,troyeliijah
841,Lake Mary,2022-09-28 05:46:42+00:00,"@uolller La gamba della femmina yankee è lunghissima e ben tornita...

poi che ci fai con i mezzi busti...

me lo spieghi domani che ora vado a dormire, domani arriva IAN https://t.co/4SshBzemZH",Comemigirano
842,Coral Springs,2022-09-28 20:43:21+00:00,"@magicmike278 If the fans that don’t live in the Bay Area mean so little to you than Ian might not be the only dark cloud in your vicinity. Either way, I hope you and yours stay safe from the storm. Go bulls.",Laracious
843,Winter Springs,2022-09-28 19:14:55+00:00,"The bad news is that we are still directly in the line for the storm.

The good news, for Orlando at least, is that it made landfall about 175mi south/southwest of us (further south than expected) and has to pass through a lot of land before the center passes over us. https://t.co/Olepd5slxR",remotesynth
844,Miramar,2022-09-23 16:38:52+00:00,Lol I just know Costco is packed with people prepping for the hurricane 🤣😂🙃,thedovahberri
845,Coral Springs,2022-09-29 19:45:54+00:00,So we had Hurricane Fiona last week and Ian yesterday. Just a random thought. #Shameless,MemphisOnAir
846,Miami Gardens,2022-09-28 00:29:31+00:00,I’m not scared of no hurricane but I’m a lil bitch when they start mentioning tornadoes and shit 😭😭😭,ZayDaGreat954
847,Bradenton,2022-09-24 18:58:40+00:00,Hurricane Ian about to make me party,AdhDequan
848,Pembroke Pines,2022-09-23 18:13:37+00:00,Miami-Dade residents should continue monitoring this tropical depression as it has the potential to develop into a tropical storm and impact Florida in the coming week. Please click the following link to review FEMA’s hurricane preparedness kit https://t.co/kPVMHW4zMt https://t.co/HD7ELdd0d6,KMCabreraFL
849,Clearwater,2022-09-25 12:20:36+00:00,"@stephenRB4 Sitting in line to get sandbags in preparation for a potential hurricane. Yay 😟 Dunedin, Florida https://t.co/yu2en1aqRo",KipAuthor
850,Lauderhill,2022-09-27 20:35:57+00:00,"Prepping for Ian, y’all need anything?",a_rivera914
851,Lake Mary,2022-09-29 00:43:02+00:00,"Ian did a little wobble #deltona #deltonaflorida #hurricaneian #hurricane #floridathings #floridaproblems @ Deltona, Florida https://t.co/vnL2mEKZug",LaurelBell85
852,Davie,2022-09-29 20:52:07+00:00,"My best friend lost everything due to hurricane Ian, donate or retweet 🫶🏼 https://t.co/oOgTou4z8c",Pikerroo
853,Kissimmee,2022-09-29 02:55:39+00:00,This hurricane weather kinda nice 😗,SynjinConner
854,Pompano Beach,2022-09-29 03:24:09+00:00,Took this video last night. Keep in mind I was almost 200 miles from the storm. #HurricaneIan #delraybeach #kingspoint #Tornado https://t.co/e0KNWKUkkf,MisterDennehy
855,Tampa,2022-09-25 17:25:24+00:00,@_prettyyy21 they talking about a hurricane and i’m out taking shots,Kaylaaa3As
856,Miami,2022-09-27 16:00:03+00:00,"I have been through 16 hurricanes from insignificant CAT-1s to a CAT-5 that literally went down my street.
There are only 2 things you need to not suffer.
1. A structurally sound roof 3. A generator of 8k capacity or higher. That way you can run your Fridge and the A/C",JbcTrader
857,Aventura,2022-09-28 19:36:50+00:00,@lou_nautic @HeatherRCotter What Lou said.  Pre storm is alot of work.  Then hunker down and let the storm go through and then back to work.  Problem is most of the times its prep and then storm moves another direction.,E4Capt_PartDeux
858,St. Petersburg,2022-09-28 20:52:38+00:00,"Castor has emphasized we’re not out of the woods yet. This is the cam before the worst. Residents can expect unprecedented flooding, Cat1 force winds, downed trees, and power outages. 

Officials are asking, if you’ve evacuated, don’t come back now.",MaliqueRankin
859,Deerfield Beach,2022-09-26 19:16:56+00:00,"Even though we are not in the direct path of Hurricane Ian, there is still a high possibility that our City will experience heavy rains, tropical storm force winds and flooding. Here are some tips from our Emergency Managers office of items you should have in your disaster kits. https://t.co/s5xp7Tafp9",FLFR411
860,Daytona Beach,2022-09-28 19:13:08+00:00,"Tomorrow the eye of Ian will pass over us and our home. Today I am living in horror watching what this storm is doing to our beloved state, the places in SW FL that we love and frequent, and homes of many friends. It is worst case scenario. Please pray for Florida. #hurricaneian",PonceVette
861,Lakeland,2022-09-29 22:26:54+00:00,This is some of the saddest News I’ve gotten due to this hurricane. I am personally reaching my hand out as well and offering any assistance I can. Keep Historic Heard Opera House in your thoughts and prayers as they clean up and try to rebuild if possible 🙏❤️,JourneywJosh
862,Brandon,2022-09-29 16:00:14+00:00,City Public Works crews cleaning up #HurricaneIan storm debris around #MyTreasureIsland https://t.co/698uOiltJc,TresIslandFL
863,Orlando,2022-09-27 10:38:28+00:00,"Morning all.

Hurricane preping and other duties, so may not be around much.

Have a great day.",ManriqueTj
864,Safety Harbor,2022-09-26 10:15:06+00:00,7 days until NAPLEX and a hurricane wanna come,LeleOnThaBeat
865,Hialeah,2022-09-28 12:49:08+00:00,"School is closed today due to the weather conditions in Miami, Broward Counties. Please be safe outreach community Children and Families. Welcome to the program. Take a listen enjoy the rhythm. coorher
https://t.co/sAy3PNsocv",JoeAurelus
866,Lake Mary,2022-09-27 21:41:59+00:00,@motunxox sux for u. Us Floridians are dealing with hurricane Irma and I reserved a party night at a strip club. $2k bottles in the champagne room,BryanEdmonson6
867,Sanford,2022-09-28 15:51:36+00:00,@el_body_mechanic Always working today for the Hurricane we cook to keep my clients getting good protein source #fitness2business #gritDevaris @ Prymordial Development /14\ Llc https://t.co/p3ueElDPHJ,Will2Sweat
868,Hialeah,2022-09-28 03:02:26+00:00,"#ian will be studied for years

Projected landfalls from Panama City to the Southern Everglades

And now wants to land in Ft Myers / Cape Coral as a Cat 4
😳 https://t.co/8uJkSY2bZc",volvoshine
869,Lakeland,2022-09-29 00:58:20+00:00,"IAN UPDATE: Safe and sound during #HurricaneIan y’all, right now we’re powered by ice cream and nervous TV weather watching! Hoping for the best for everyone during this storm!!
(If you wanna know where we’re at just look for Downtown Tampa on the map) https://t.co/QwqDSlms98",TheDollyrots
870,Miami Beach,2022-09-28 06:08:06+00:00,"At 8:16 PM EDT, 1 E Dania Beach [Broward Co, FL] MESONET reports TROPICAL STORM. MESONET STATION XPES PORT EVERGLADES SOUTH MEASURED A GUST OF 43 MPH. https://t.co/NBdjnmhwI3",iembot_mfl
871,Tampa,2022-09-29 18:42:23+00:00,@slap1388 Better than my dog flying away in the storm! The winds were so strong 🌀,ashleytweets216
872,Plantation,2022-09-24 15:54:45+00:00,"@tropicalupdate The problem for the west coast of Florida is storm surge. Previous paths would have pushed water out of bay, this pushes it into Tampa Bay.
.I personally think, that an $5 will buy you a cup of coffee,  it will change but would plan accordingly.",StedWoo
873,Davie,2022-09-27 00:05:44+00:00,18Z Euro substantial east shift. #IAN https://t.co/dMnb8wba9N,HurricanesJames
874,Plantation,2022-09-29 19:45:23+00:00,#Clint #Lovestory🌪#hestetics #Ian #HurricanIan https://t.co/7KSq6cuLLJ,YamitArad
875,Maitland,2022-09-27 21:55:09+00:00,"🌀 Hurricane Tip: If you haven’t been able to pick up pet food or able to find your brand @amazon is an option. #HurricaneIan #HurricaneTips #HurricanePrep @bluebuffalo @ Winter Garden, Florida https://t.co/Lri04litYw",WarpedToys
876,Boynton Beach,2022-09-29 13:38:29+00:00,"Come on in!

We’re back open today, now that 🌀 Hurricane Ian blew 💨 on by. 

So get out of your house and take your dog for a ride/walk to JUPdog. @ Singer Island https://t.co/l0GFhwG0JM",jupdogfl
877,Safety Harbor,2022-09-27 18:26:54+00:00,"Show Update

Our show will be going live early beginning at 2:30 this afternoon due to the change of the stormtrack of Hurricane Ian and important updates for Sarasota County. https://t.co/FBHWhVYMGR",BillBunkley
878,Jacksonville,2022-09-29 12:00:54+00:00,"Jacksonville, FL (7:45 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 7:45 AM local time and impacted at least 5 homes.",grid_events
879,Hollywood,2022-09-28 17:33:57+00:00,"""Hurricane Ian set for 'catastrophic' landfall in Florida""  
https://t.co/AQmSOLoX9F",Rigegon
880,Tampa,2022-09-29 00:06:02+00:00,@PaulFox13 @NWSTampaBay Can you explain why we're still in a storm surge warning. My boat has been sitting in the mud all day.,bsobut
881,Pembroke Pines,2022-09-24 23:42:21+00:00,"🚨 [UPDATE] Puerto Rico’s health department updated Hurricane Fiona’s death toll in a news release (9/24/22):

🚩 16 deaths are “associated” to the hurricane.
🚩 Of those, 1 has been classified as “direct” and 3 as “indirect.”
🚩 The remaining 12 are under investigation. https://t.co/JiCg8uoZ9W",Omar_fromPR
882,Lantana,2022-09-28 20:29:42+00:00,"@BretBaier For sharks, this hurricane stuff is like a hot tub with massaging jets for us humans.",MSweetwood
883,Sweetwater,2022-09-28 01:28:55+00:00,"The latest 00Z model guidance is up.

My original prediction was Naples, FL. So I am currently not far from that prediction if it verifies. #Ian https://t.co/X5lTv1aCrX",HurricaneManWx
884,Davie,2022-09-28 06:27:07+00:00,Hurricane Ian's rain bands increase possibility of tornadoes https://t.co/0xwHF4QQ6s via @YouTube,Inka_Dageryager
885,Lakeland,2022-09-27 00:27:01+00:00,"@ZomBunnyFrank Yeah. My house is concrete block with hurricane rated doors and windows. We’ll be fine. I’m worried about some of my elderly neighbors who are staying and aren’t as prepared. Also,There are hundreds of trailer parks in and around Tampa that will likely be devastated.🤞🙏",BlueDogsGuitar
886,Hollywood,2022-09-28 09:23:04+00:00,Hurricane Ian strengthens to a Category 4 Hurricane this morning. Wobbles in the forecast track have not changed expected threats and impacts locally. https://t.co/mkYKQS2PSa,darnellosirus_
887,Plant City,2022-09-23 23:09:47+00:00,"The Tigers are getting taped up and the weather has improved here at Armwood. 

We're set for 8:00pm kickoff, but with the way the skies have cleared an earlier kickoff seems possible.

#AMDG #GoTigers #JesuitFootball

@Biggamebobby @katsmithsports @813Preps @BigCountyPreps1 https://t.co/NXVqRHAaEK",JesuitTigers_FB
888,South Miami,2022-09-27 23:39:34+00:00,"Preparando todo para recibir al huracán Ian.

Ian está clasificado en categoría 3 y se espera que se intensifique desde hoy hasta mañana miercoles. https://t.co/YL2c6geh1F",rosaivalverdem
889,Lakeland,2022-09-29 04:22:22+00:00,"Somehow I have signal. I'm in Hurricane Ian right now. I'm lucky to be so far inland. Folks on the coast have it much worse. But the winds is ferocious. Rain is relentless. Trees are broken in half all around us. Aside from some water in my bedroom, we are safe. More updates soon",RAFscents
890,Hollywood,2022-09-28 18:15:54+00:00,"Pembroke Pines, FL (2:02 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 2:02 PM local time and impacted at least 6 homes.",grid_events
891,Plantation,2022-09-27 09:30:28+00:00,"@molinanoel18 @RebeccaAvshalom @ElenaTrueba100 @FingalNancy @soosee @JasmineeCena32 @SheaLola1 @FireStickG @LakersCanes305 @RomanGarciaJr @hopelessfoodie @mojicapr @hausen_gina @TheWholeF_nShow @RyanNcCanes @Miamigog @sujo212 @LeonorM31 @HeatLifer305 @thereal_nkg Good morning Noel!

#ES team - Laz send his love to y’all.  Please be safe out there as Ian passes by.  Stay home if you don’t need to be in the office.",RobAdamsFL
892,Gainesville,2022-09-29 10:39:55+00:00,The 5 AM advisory shows #Ian as a tropical storm. Notice tropical-storm-force winds extend more than 400 miles out from the center. This is still a pretty decent wind-maker.,JustinBallardWx
893,Tampa,2022-09-26 21:15:31+00:00,"A Message from President and CEO of United Way Worldwide, Angela F. Williams about Hurricane Ian⬇️",UnitedWay
894,Sanford,2022-09-25 13:04:23+00:00,"I urge everyone to follow people like @BrianWFTV @Fox35Amy and other weather people from whatever station you watch if you live in @OrlandoFL407 @OrangeCoFL or are @VisitOrlando  
Ian is expected to become a major storm.

Stay Safe Friends! https://t.co/jIdnnlgxA9",haha_spa
895,Winter Springs,2022-09-28 07:00:44+00:00,Severe weather threat will be inching northward overnight. Stay with @WESH for updates on #IAN. #weshwx https://t.co/7YHObiyL9K,TMainolfiWESH
896,Coral Springs,2022-09-27 19:24:48+00:00,"I wouldn't say it's really started raining yet, but the school parking lot is already flooded. Hurricane day tomorrow, and I guess we'll see about the rest of the week. @ Boca Raton, Florida https://t.co/jFlklGgJbP",KimForgey1
897,Miramar,2022-09-29 03:40:39+00:00,"Crazy sunset today over Miami, FL.
Praying for those heavily affected by Hurricane Ian in other part our state. This sunset shot is for all of you😢🙏🏾 #flwx #HurricanIan #sunset #miami https://t.co/8F3NwkzVNX",acetheillest
898,Davie,2022-09-29 17:10:05+00:00,"Good Afternoon Retro Family!

Apologies for the lack of streams lately. Been on hurricane mode this entire time, but I'll be finally be back to streaming tomorrow morning for Week 35 of Ring Fit Adventure! :)

10 AM EST!!",NostalBro
899,Maitland,2022-09-28 15:10:56+00:00,"When I was little and a Hurricane would come, I’d track the path on a map at home. 🗺 I guess that’s where my love of science began!
#HurricaneIan is a great way to put Second grade BI 7 to use: State the importance of preparing for severe weather!🌀 Stay safe scientists! 🥼💚",DSiegelOCPS
900,Titusville,2022-09-29 10:05:59+00:00,Hurricane Ian didn’t pass by projected  path and I thought Orlando is spared from but Current forecasts call for ‘sustained tropical storm force winds’ to impact the Orlando area from Wednesday afternoon through Friday morning. https://t.co/16RR8Wn7mE,DevarajR
901,Daytona Beach,2022-09-28 23:30:46+00:00,"@WeatherNation @weatherchannel @TMainolfiWESH @AlexAlecciWESH @StoryfulNews @fox35orlando A sailboat ⛵️ came loose and crashed into the shore and bridge on Dunlawton Ave in Port Orange,  #Florida. #Hurricane #hurricaineIan https://t.co/momyRLapSs",Joelalbair
902,New Smyrna Beach,2022-09-26 10:48:31+00:00,"It seems like every time a hurricane threatens, Christian radio starts playing Praise You In This Storm on repeat.",brad_gwartney
903,Safety Harbor,2022-09-28 19:12:05+00:00,Getting windier and rainier. Hurricane Ian starting to hit Tampa. https://t.co/iQMHEaEFfg,Seanjkernan
904,Lakeland,2022-09-28 18:36:54+00:00,A little hurricane music https://t.co/UTkmni3jqe,boldham
905,Orange City,2022-09-24 01:19:50+00:00,A Hurricane hitting Canada. https://t.co/PG0t4lURyS,News13JeffAllen
906,Safety Harbor,2022-09-25 23:07:49+00:00,"Tampa…7 p.m. on Sunday. Most definitely the calm before the storm. 

@NBCNews https://t.co/luqfKZicmV",SamBrockNBC
907,Orange City,2022-09-27 06:05:13+00:00,"2AM ET UPDATE: Hurricane #Ian’s maximum sustained winds at 110 mph, which is 1 mph shy of Category 3 (major hurricane). Rapid strengthening expected; forecast to become major hurricane today near western Cuba &amp; remain major hurricane over southeastern Gulf of Mexico on Wednesday. https://t.co/qoifrZGLUb",JoshBreslowTV
908,Miami Gardens,2022-09-28 21:41:17+00:00,I definitely need this I'm in Miami FL going through this storm could definitely use ice and water,MonlynShantelle
909,Gainesville,2022-09-26 17:22:43+00:00,"Any thriller book recommendations? Trying to re-up before this hurricane hits🥲 I have recently read The Butcher &amp; The Wren, and All Good People Here and reallyyyy enjoyed those. Currently reading Verity and also loving it🙂",Slittlejohn28
910,Plant City,2022-09-29 17:35:41+00:00,We have EXCLUSIVE helicopter video from Sky 10 @10TampaBay coming up of the coast line in the Fort Myers area  in the next hour. You can also stream us to tune in. #HurricanIan #FortMyersBeach #florida,Jabari_Live
